intent,text
shipping_information,ongkir ke Papua berapa ya bang
promotions_discounts,ada diskon besar-besaran 12.12 ga kak
payment_inquiry,cicilan 30% buat ssd ada ga
technical_support,kenapa lazada terus crash min
account_data,cara ganti password akun gimana ya
complaint,sepatu rusak sebelum sempat dipakai
operating_hours_location,apakah ada gerai di Mall Kelapa Gading
shipping_information,kenapa ongkir ke daerah saya lebih mahal ya
account_data,akun saya kenapa tiba-tiba di-suspend min
account_data,cara setting PIN supaya aman
technical_support,kenapa ovo terus force close kak
operating_hours_location,stand pameran di mall mana aja nih
payment_inquiry,bayar pake QRIS bisa ga nih
account_data,update nomor HP akun bisa ga deh
complaint,tidak ada perlindungan konsumen di sini min
complaint,seller kirim tas lecet ini gimana
account_data,foto profil ga bisa dihapus
order_status,barang stranded di hub udah 10 hari bang
account_data,cara aktifkan notifikasi untuk transaksi dong
order_status,order semalem kok masih diproses terus kak
product_service_info,mau nanya soal flash disk dong gan
payment_inquiry,saldo kepotong tapi mutasi ga muncul kak
payment_inquiry,batas transfer harian BNI berapa
order_status,status order INV1023 masih pending terus deh
refund_request,toko bilang refund max 4 hari udah lewat kak
cancellation_request,ada biaya pembatalan ga untuk wifi bang
payment_inquiry,cara bayar pakai BTN mobile banking
technical_support,loading checkout nyangkut di 30% sih
account_data,aktivasi akun tapi email verifikasi ga nyampe sih
operating_hours_location,kantor yg khusus ngurus garansi dmn deh
technical_support,notif lazada tidak masuk padahal on
payment_inquiry,konfirmasi pembayaran QRIS berapa lama
technical_support,gagal upload foto produk sob
shipping_information,rate TIKI untuk 20 kg ke Aceh
product_service_info,bisa kasih rekomendasi kamera sob
refund_request,syarat pengembalian makanan apa aja gan
refund_request,prosedur refund di app ini ribet banget
refund_request,brg dikembalikan tapi seller bilang ga terima sob
product_service_info,beda blender basic vs A apa
shipping_information,barang stuck di bea cukai berapa lama sih
refund_request,refund lewat Dana bisa ga
technical_support,GPS ga kebaca waktu mau order dong
product_service_info,beda versi lama sama baru selimut apa aja sih
payment_inquiry,kode billing ga keluar pas mau bayar
promotions_discounts,diskon member gold untuk harbolnas berapa persen
cancellation_request,cancel reservasi villa saya ya
product_service_info,ukuran harddisk tersedia apa aja
payment_inquiry,cara aktifkan auto debit gimana sih
operating_hours_location,cara menuju lokasi toko dari stasiun kereta deh
payment_inquiry,kenapa GoPay saya error pas bayar
cancellation_request,batalkan koran digital saya deh
cancellation_request,mau stop langganan asuransi
shipping_information,hari Sabtu ada pengiriman ga ya sih
complaint,saya mau lapor tas cacat
operating_hours_location,apakah ada gerai di Taman Anggrek
refund_request,saya minta mediasi untuk kasus refund ini sob
refund_request,barang salah kirim minta tuker atau refund ya
account_data,update tanggal lahir akun bisa ga dong
operating_hours_location,buka pas hari belanja nasional ga untuk area Sulawesi
product_service_info,bantal cocok buat korporat ga bang
account_data,akun dipake orang lain ada login asing nih
order_status,kapan kira-kira paket saya nyampe sob
cancellation_request,gimana cara batalkan pesanan yg sudah diproses gan
refund_request,belum ada kabar refund udah 3 minggu sob
technical_support,app grab error pas buka pesanan
shipping_information,hari Sabtu ada pengiriman ga ya ya
order_status,cek kiriman J&T saya dong bang
complaint,kecewa berat sama tas yg dikirim
technical_support,riwayat transaksi ilang mendadak dong
payment_inquiry,minta e-invoice buat laporan pajak sih
order_status,minta update resi 882312 dong ya
complaint,seller kirim item retak ini gimana
operating_hours_location,parking tersedia ga di toko bang
product_service_info,ukuran gamepad tersedia apa aja
promotions_discounts,cara ikut lucky draw berhadiah di platform gan
complaint,benerin sistem dong sering error ya
complaint,hp kotor ada noda bekas pake
order_status,udah 4 minggu barang ga nyampe dong
cancellation_request,proses pembatalan event berapa lama
payment_inquiry,bisa bayar pake kartu kredit ga dong
payment_inquiry,udah transfer tapi belum ke konfirm kak
shipping_information,perkiraan nyampe 2 hari atau seminggu min
payment_inquiry,bayar pake m-banking bisa ga ya
complaint,paket yg saya terima baret banget
promotions_discounts,diskon dari bank Danamon masih berlaku ga min
promotions_discounts,promo gajian berlaku sampai kapan
product_service_info,cara pake headphone gimana sih ya
product_service_info,ada sampel blender sebelum beli ga min
operating_hours_location,jadwal buka pas lebaran gimana sob
promotions_discounts,gratis ongkir sampai kapan ya ya
shipping_information,estimasi pengiriman express ke Semarang berapa lama nih
cancellation_request,batalkan pengiriman ke alamat lama yg sudah pindah sob
promotions_discounts,voucher udah diklaim tapi ga muncul gan
cancellation_request,cancel reservasi hotel saya deh
complaint,respon lama solusi ga ada dong
operating_hours_location,jam buka di bulan Ramadan berapa nih
promotions_discounts,voucher udah diklaim tapi ga muncul bang
account_data,foto profil ga bisa dihapus deh
account_data,cara ganti password akun gimana gan
order_status,ini orderan sudah di pickup belum ya
product_service_info,ini earphone buat pemula bisa ga deh
promotions_discounts,brand day tanggal berapa gan
cancellation_request,cancel pertandingan yg belum dipakai bang
account_data,settingan privasi letaknya dmn nih
product_service_info,ada sampel barang ini sebelum beli ga nih
payment_inquiry,kenapa rekening BNI saya error pas bayar
shipping_information,pengiriman TIKI ke Makassar aman ga
operating_hours_location,buka pas payday ga untuk area Semarang
promotions_discounts,cashback rekening BCA untuk 12.12 berapa
account_data,username saya salah minta diperbaiki
account_data,update PIN akun bisa ga nih
shipping_information,free ongkir ke Balikpapan minimal berapa
technical_support,push notification spam padahal udah matiin sob
promotions_discounts,gratis ongkir sampai kapan ya kak
technical_support,app dana error pas buka produk
product_service_info,ready warna lain buat barang ini ga nih
complaint,seller kirim makanan cacat ini gimana
shipping_information,rate Ninja untuk 20 kg ke Malang
complaint,mau komplen ke pihak yg lebih tinggi kak
product_service_info,beda tripod A vs basic apa
order_status,ekspedisi yg dipake AnterAja bisa dilacak ga sob
order_status,pesanan kehapus tapi udah bayar ini gimana sob
shipping_information,ongkir Grab Express ke Medan berapa ya
order_status,resi 009283 kok belum update kak
order_status,kenapa seller belum masukin resi sih
technical_support,error code 500 pas submit order sih
shipping_information,berapa lama pengiriman ke pelosok Balikpapan sih
technical_support,gagal upload foto produk bang
payment_inquiry,cara cek histori pembayaran dmn kak
refund_request,kapan refund hp saya cair nih
account_data,cara link akun media sosial ke akun belanja
shipping_information,free ongkir ke Palembang minimal berapa
payment_inquiry,cek mutasi pembayaran saya bulan ini kak
order_status,ini dikirim dari kota mana min
shipping_information,ongkir ke Makassar berapa ya
operating_hours_location,cabang Makassar buka jam berapa gan
operating_hours_location,cara menuju lokasi toko dari stasiun kereta nih
account_data,akun dipake orang lain ada login asing
shipping_information,estimasi pengiriman express ke Palembang berapa lama bang
account_data,kok akun di-suspend tolong di-review sih
cancellation_request,ada biaya pembatalan ga untuk asuransi bang
payment_inquiry,bayar pake kartu debit bisa ga bang
technical_support,website lemot banget dari tadi ya
complaint,kecewa berat sama sepatu yg dikirim
operating_hours_location,kantor cabang buka hari Sabtu ga ya
refund_request,refund bisa instant ga nih
promotions_discounts,cashback OVO coins bisa buat apa aja nih
complaint,kualitas jelek banget ga worth it bang
technical_support,crash setiap kali buka menu favorit dong
account_data,cara bikin akun bisnis terpisah gimana deh
payment_inquiry,transfer dari bank lain berapa lama min
promotions_discounts,ada flash sale jam berapa nanti dong
technical_support,app gojek error pas buka keranjang
product_service_info,ada tutorial pemakaian headphone ga gan
cancellation_request,cara batal pre-order laptop yg belum rilis sob
refund_request,seller ga mau terima retur ini gimana sob
order_status,minta update resi 882312 dong nih
refund_request,status pengajuan retur makanan gimana
product_service_info,cara klaim garansi keyboard gimana gan
shipping_information,packing kayu dikenain biaya tambahan ga sob
technical_support,dark mode ga berfungsi di app min
refund_request,kapan refund paket saya cair nih
promotions_discounts,batas pemakaian kupon per hari berapa bang
technical_support,terus ada tulisan session expired kak
technical_support,upload bukti transfer gagal terus bang
order_status,paket saya ditandai delivered tapi belum nyampe
promotions_discounts,diskon lama untuk lebaran berapa persen
payment_inquiry,cicilan 50% buat jam tangan ada ga
promotions_discounts,ada diskon besar-besaran natal ga ya
order_status,bisa ambil sendiri di gudang ga sob
payment_inquiry,cicilan 10% buat kamera ada ga
complaint,saya kecewa sama pesanan yg saya beli ya
account_data,apakah bisa punya 2 akun berbeda di sini ya
refund_request,minta uang balik untuk pesanan
product_service_info,harga sepatu berapa sekarang
promotions_discounts,diskon weekend mulai jumat apa sabtu sob
technical_support,bug notifikasi di tiket sudah dilaporkan belum
refund_request,minta uang balik untuk barang min
promotions_discounts,diskon premium untuk 12.12 berapa persen
shipping_information,kirim paket ke Manado via TIKI berapa hari
order_status,resi GOS9384 kok belum update
account_data,update tanggal lahir akun bisa ga bang
payment_inquiry,kode billing ga keluar pas mau bayar ya
complaint,pelayanan mengecewakan banget kak
promotions_discounts,kode promo natal gimana dapat nya
shipping_information,cara tracking AnterAja ke Kalimantan
promotions_discounts,cara claim reward dari program referral sob
order_status,ini orderan sudah di pickup belum bang
technical_support,kenapa verifikasi OTP ga masuk-masuk sih
operating_hours_location,toko offline di Sulawesi dimana ya kak
cancellation_request,cancel wifi gimana caranya gan
account_data,kok akun di-suspend tolong di-review ya
payment_inquiry,tidak ada opsi cicilan di bank BRI
shipping_information,JNE tersedia di Kalimantan ga
order_status,apa yang terjadi kalo paket hilang sih
cancellation_request,cara pembatalan yg tidak kena denda gimana sob
refund_request,kok refund saya kepotong 10% ini biaya apa sih
cancellation_request,pesanan udah di-cancel tapi uang belum balik sob
order_status,lacak resi GOS9384 dong sih
payment_inquiry,cicilan bulan ini belum muncul sih
operating_hours_location,nomor WhatsApp toko ada ga min
shipping_information,ekspedisi reguler vs kargo murah mana dong
